outcome,treatment,cohort,has_cancer,prob_mort_start,prob_mort_end,ATE,i_ci,s_ci,pvalue,n,SL_libraries,Q_weights,g_weights,RR
mortality_in,rrt_elig,cancer_vs_others,1,0,0.06,0.151423484,0.098571319,0.204275649,1.96E-08,1301,SL.glm SL.mean,0.717431357456238 0.282568642543762,0.369865314658452 0.630134685341548,1.948020292
mortality_in,rrt_elig,cancer_vs_others,1,0.06,0.11,0.069701902,0.003076534,0.13632727,0.040315061,1535,SL.glm SL.mean,0.827812539441337 0.172187460558663,0.687460822380463 0.312539177619537,1.301746529
mortality_in,rrt_elig,cancer_vs_others,1,0.11,0.21,0.003962096,-0.064026875,0.071951066,0.909063316,1468,SL.glm SL.mean,0.797129652519927 0.202870347480073,0.493842740535314 0.506157259464685,1.012578902
mortality_in,rrt_elig,cancer_vs_others,1,0.21,1,0.002781173,-0.057625383,0.06318773,0.928096345,1841,SL.glm SL.mean,0.884313936260322 0.115686063739678,0.843123717131117 0.156876282868883,1.006018541
mortality_in,rrt_elig,cancer_vs_others,1,0,1,0.059661851,0.031212309,0.088111392,3.95E-05,6145,SL.glm SL.mean,0.970334924544127 0.0296650754558728,0.921650223372941 0.0783497766270591,1.194943623
mortality_in,vp_elig,cancer_vs_others,1,0,0.06,0.029914788,-0.01354239,0.073371967,0.177268596,1301,SL.glm SL.mean,0.701313009233255 0.298686990766745,0.741886502052456 0.258113497947544,1.191502229
mortality_in,vp_elig,cancer_vs_others,1,0.06,0.11,0.048020076,0.000167402,0.095872751,0.049199744,1535,SL.glm SL.mean,0.855221457036551 0.144778542963449,0.901877640612956 0.0981223593870442,1.220062177
mortality_in,vp_elig,cancer_vs_others,1,0.11,0.21,0.037389423,-0.008519348,0.083298194,0.110426213,1468,SL.glm SL.mean,0.80762409512498 0.19237590487502,0.921423590967162 0.0785764090328381,1.129001206
mortality_in,vp_elig,cancer_vs_others,1,0.21,1,0.064167185,0.017985792,0.110348578,0.006462531,1841,SL.glm SL.mean,0.885219123891076 0.114780876108924,0.915551137349812 0.0844488626501885,1.161302538
mortality_in,vp_elig,cancer_vs_others,1,0,1,0.035222646,0.007535915,0.062909377,0.012649672,6145,SL.glm SL.mean,0.967487710568072 0.032512289431928,0.988371087542844 0.0116289124571558,1.121963295
odd_hour,mv_elig,cancer_vs_others,1,0,0.06,-0.001926872,-0.049966163,0.04611242,0.937337873,1301,SL.glm SL.mean,0.677146807746737 0.322853192253263,0.934474640348384 0.0655253596516162,0.989848596
odd_hour,mv_elig,cancer_vs_others,1,0.06,0.11,-0.034577178,-0.07144752,0.002293164,0.066048094,1535,SL.glm SL.mean,0.826085708071834 0.173914291928166,0.909868678918986 0.0901313210810142,0.800733063
odd_hour,mv_elig,cancer_vs_others,1,0.11,0.21,-0.002386962,-0.035273913,0.030499989,0.886875884,1468,SL.glm SL.mean,0.825103195740067 0.174896804259933,0.854777129012254 0.145222870987746,0.986630493
odd_hour,mv_elig,cancer_vs_others,1,0.21,1,0.008345031,-0.025602165,0.042292226,0.629937545,1841,SL.glm SL.mean,0.866602348413382 0.133397651586618,0.820584401078298 0.179415598921702,1.037686661
odd_hour,mv_elig,cancer_vs_others,1,0,1,-0.012407883,-0.028964351,0.004148586,0.141865609,6145,SL.glm SL.mean,0.952433516339568 0.0475664836604323,0.971811983587558 0.0281880164124415,0.935950632
odd_hour,rrt_elig,cancer_vs_others,1,0,0.06,-0.084540287,-0.124115845,-0.04496473,2.83E-05,1301,SL.glm SL.mean,0.78942381767401 0.21057618232599,0.786229435767038 0.213770564232963,0.541685368
odd_hour,rrt_elig,cancer_vs_others,1,0.06,0.11,-0.069774761,-0.115179441,-0.02437008,0.002595395,1535,SL.glm SL.mean,0.856859127941116 0.143140872058884,0.635891746688027 0.364108253311973,0.563102128
odd_hour,rrt_elig,cancer_vs_others,1,0.11,0.21,0.039437222,-0.038216532,0.117090977,0.319539201,1468,SL.glm SL.mean,0.811818310139889 0.188181689860111,0.403023988689324 0.596976011310676,1.222934327
odd_hour,rrt_elig,cancer_vs_others,1,0.21,1,-0.003308079,-0.061056303,0.054440144,0.910603257,1841,SL.glm SL.mean,0.859513135115636 0.140486864884364,0.989770391193899 0.0102296088061007,0.985451445
odd_hour,rrt_elig,cancer_vs_others,1,0,1,-0.007643795,-0.032272129,0.01698454,0.542977171,6145,SL.glm SL.mean,0.945157983742242 0.0548420162577577,0.973253015659101 0.0267469843408986,0.959629505
odd_hour,vp_elig,cancer_vs_others,1,0,0.06,-0.022294682,-0.062951425,0.018362061,0.28246748,1301,SL.glm SL.mean,0.768387670437452 0.231612329562548,0.562315365126003 0.437684634873997,0.882330919
odd_hour,vp_elig,cancer_vs_others,1,0.06,0.11,-0.008411901,-0.040394435,0.023570633,0.606196474,1535,SL.glm SL.mean,0.757735939295601 0.242264060704399,0.690368867320912 0.309631132679088,0.947368226
odd_hour,vp_elig,cancer_vs_others,1,0.11,0.21,-0.010237805,-0.043637976,0.023162367,0.547987684,1468,SL.glm SL.mean,0.826376619801505 0.173623380198495,0 1,0.94391462
odd_hour,vp_elig,cancer_vs_others,1,0.21,1,-0.009546174,-0.041163046,0.022070698,0.553992226,1841,SL.glm SL.mean,0.876627415320631 0.123372584679369,0.545093097439281 0.454906902560719,0.958727975
odd_hour,vp_elig,cancer_vs_others,1,0,1,-0.013334417,-0.029295397,0.002626563,0.101534516,6145,SL.glm SL.mean,0.948312662397479 0.0516873376025207,0.967435449465645 0.0325645505343555,0.930770824
mortality_in,mv_elig,group_solid_vs_nocancer,1,0,0.06,0.068240978,0.012965513,0.123516444,0.015531559,666,SL.glm SL.mean,0.589511456993649 0.410488543006351,0.64012429228717 0.35987570771283,1.768310194
mortality_in,mv_elig,group_solid_vs_nocancer,1,0.06,0.11,0.066052215,-0.007238451,0.139342882,0.077324858,696,SL.glm SL.mean,0.487048520932544 0.512951479067456,0.853129699705977 0.146870300294023,1.476926942
mortality_in,mv_elig,group_solid_vs_nocancer,1,0.11,0.21,0.013705682,-0.049474359,0.076885723,0.670702614,648,SL.glm SL.mean,0.531715757063108 0.468284242936892,0.856924496448459 0.143075503551541,1.066421946
mortality_in,mv_elig,group_solid_vs_nocancer,1,0.21,1,0.025513092,-0.038358786,0.089384971,0.43368246,788,SL.glm SL.mean,0.799384651507767 0.200615348492233,0.825156075059766 0.174843924940234,1.068851318
mortality_in,mv_elig,group_solid_vs_nocancer,1,0,1,0.055690389,0.017259082,0.094121696,0.004508318,2798,SL.glm SL.mean,0.920612081557497 0.0793879184425029,0.973003613279186 0.0269963867208139,1.273679962
mortality_in,mv_elig,group_solid_vs_nocancer,0,0,0.06,0.025845876,0.01520326,0.036488493,1.94E-06,14226,SL.glm SL.mean,0.892735655092022 0.107264344907978,0.993999034733264 0.0060009652667356,1.746000011
mortality_in,mv_elig,group_solid_vs_nocancer,0,0.06,0.11,0.055252005,0.039141532,0.071362479,1.79E-11,12155,SL.glm SL.mean,0.943552404933274 0.0564475950667262,0.989458377726479 0.0105416222735215,1.732702917
mortality_in,mv_elig,group_solid_vs_nocancer,0,0.11,0.21,0.05263537,0.034601752,0.070668987,1.06E-08,12236,SL.glm SL.mean,0.981844925702695 0.0181550742973044,1 0,1.413266299
mortality_in,mv_elig,group_solid_vs_nocancer,0,0.21,1,0.081555805,0.063215879,0.09989573,2.88E-18,14226,SL.glm SL.mean,0.986320841664827 0.0136791583351726,0.994327714752188 0.00567228524781184,1.330833548
mortality_in,mv_elig,group_solid_vs_nocancer,0,0,1,0.057292473,0.048914816,0.065670129,5.74E-41,52843,SL.glm SL.mean,0.986106987733303 0.0138930122666966,1 0,1.474949405
mortality_in,rrt_elig,group_solid_vs_nocancer,1,0,0.06,0.084594797,0.051529531,0.117660062,5.32E-07,666,SL.glm SL.mean,0.479156161883536 0.520843838116465,0.550911885130228 0.449088114869772,1.823570505
mortality_in,rrt_elig,group_solid_vs_nocancer,1,0.06,0.11,0.202207649,0.131447678,0.272967619,2.13E-08,696,SL.glm SL.mean,0.487573348431609 0.512426651568391,0.422970008363361 0.577029991636639,2.513785408
mortality_in,rrt_elig,group_solid_vs_nocancer,1,0.11,0.21,0.140316789,0.063735334,0.216898244,0.000329133,648,SL.glm SL.mean,0.615333904949258 0.384666095050742,0.564234454890497 0.435765545109503,1.665257514
mortality_in,rrt_elig,group_solid_vs_nocancer,1,0.21,1,-0.002635604,-0.090173361,0.084902153,0.952942498,788,SL.glm SL.mean,0.707583257907439 0.292416742092561,0.64629131202126 0.35370868797874,0.993250783
mortality_in,rrt_elig,group_solid_vs_nocancer,1,0,1,0.065773846,0.030751743,0.100795949,0.000232311,2798,SL.glm SL.mean,0.895140247800439 0.104859752199561,0.787800642962081 0.212199357037919,1.302574658
mortality_in,vp_elig,group_solid_vs_nocancer,1,0,0.06,0.05751134,0.008121863,0.106900816,0.022470889,666,SL.glm SL.mean,0.473590784096245 0.526409215903755,0.736835807094548 0.263164192905452,1.666433079
mortality_in,vp_elig,group_solid_vs_nocancer,1,0.06,0.11,0.058640079,-0.003755623,0.12103578,0.065471229,696,SL.glm SL.mean,0.540258594433612 0.459741405566388,0.88102139060037 0.11897860939963,1.511963564
mortality_in,vp_elig,group_solid_vs_nocancer,1,0.11,0.21,0.044189253,-0.018010518,0.106389024,0.163781965,648,SL.glm SL.mean,0.485974481427531 0.514025518572469,0.638222996046818 0.361777003953182,1.220602408
mortality_in,vp_elig,group_solid_vs_nocancer,1,0.21,1,0.032006978,-0.024298033,0.088311988,0.265203806,788,SL.glm SL.mean,0.740026635631183 0.259973364368817,0.906386558758537 0.0936134412414634,1.090459941
mortality_in,vp_elig,group_solid_vs_nocancer,1,0,1,0.062514454,0.03177458,0.093254327,6.72E-05,2798,SL.glm SL.mean,0.912255054698261 0.0877449453017393,0.959955341210591 0.0400446587894093,1.335724653
odd_hour,mv_elig,group_solid_vs_nocancer,1,0,0.06,-0.013641575,-0.092221318,0.064938167,0.73366127,666,SL.glm SL.mean,0.551900058962134 0.448099941037866,0.948281455700345 0.051718544299655,0.947247519
odd_hour,mv_elig,group_solid_vs_nocancer,1,0.06,0.11,-0.045968902,-0.120039105,0.028101302,0.223832317,696,SL.glm SL.mean,0.678552181094909 0.321447818905091,0.87939939331792 0.12060060668208,0.814816934
odd_hour,mv_elig,group_solid_vs_nocancer,1,0.11,0.21,0.001548981,-0.060527637,0.063625598,0.960993136,648,SL.glm SL.mean,0.507577195142 0.492422804858,0.820682199462014 0.179317800537986,1.006366482
odd_hour,mv_elig,group_solid_vs_nocancer,1,0.21,1,0.038503162,-0.020729489,0.097735813,0.202640682,788,SL.glm SL.mean,0.639154508987368 0.360845491012632,0.818945308812543 0.181054691187457,1.156140364
odd_hour,mv_elig,group_solid_vs_nocancer,1,0,1,-0.02000359,-0.047566128,0.007558947,0.154888229,2798,SL.glm SL.mean,0.919741002087793 0.0802589979122073,0.95880190193531 0.0411980980646899,0.922160984
odd_hour,rrt_elig,group_solid_vs_nocancer,1,0,0.06,-0.196931957,-0.266883657,-0.126980257,3.43E-08,666,SL.glm SL.mean,0.580568768338262 0.419431231661738,0.272462984092703 0.727537015907297,0.252946163
odd_hour,rrt_elig,group_solid_vs_nocancer,1,0.06,0.11,0.01405623,-0.047153122,0.075265583,0.65263973,696,SL.glm SL.mean,0.680352805059699 0.319647194940301,0.338207447881303 0.661792552118697,1.062791816
odd_hour,rrt_elig,group_solid_vs_nocancer,1,0.11,0.21,-0.006453808,-0.08727541,0.074367794,0.875630313,648,SL.glm SL.mean,0.659148118882725 0.340851881117275,0.391753876810547 0.608246123189453,0.972605717
odd_hour,rrt_elig,group_solid_vs_nocancer,1,0.21,1,0.009031484,-0.086879017,0.104941985,0.853570349,788,SL.glm SL.mean,0.72920380870612 0.27079619129388,0.823116428135967 0.176883571864033,1.032565401
odd_hour,rrt_elig,group_solid_vs_nocancer,1,0,1,0.001490838,-0.034839003,0.037820679,0.935894528,2798,SL.glm SL.mean,0.915872814200549 0.084127185799451,0.910689820121802 0.0893101798781985,1.005937786
odd_hour,vp_elig,group_solid_vs_nocancer,1,0,0.06,-0.000300219,-0.069190731,0.068590292,0.993184937,666,SL.glm SL.mean,0.567745416961649 0.432254583038351,0.397874281436356 0.602125718563644,0.998838005
odd_hour,vp_elig,group_solid_vs_nocancer,1,0.06,0.11,-0.010072805,-0.070864888,0.050719277,0.745364441,696,SL.glm SL.mean,0.708358631791995 0.291641368208005,0.884534631802791 0.115465368197209,0.9540174
odd_hour,vp_elig,group_solid_vs_nocancer,1,0.11,0.21,0.00914161,-0.054536221,0.072819441,0.778420313,648,SL.glm SL.mean,0.52940276047125 0.47059723952875,0.764235232743543 0.235764767256457,1.037261459
odd_hour,vp_elig,group_solid_vs_nocancer,1,0.21,1,-0.03796545,-0.095824089,0.019893189,0.198406441,788,SL.glm SL.mean,0.70322395417635 0.29677604582365,0.654350092813456 0.345649907186544,0.87444225
odd_hour,vp_elig,group_solid_vs_nocancer,1,0,1,-0.018663133,-0.046649837,0.009323572,0.19119915,2798,SL.glm SL.mean,0.913388415433288 0.0866115845667123,0.92790837453459 0.0720916254654099,0.927889371
mortality_in,mv_elig,group_hematological_vs_nocancer,1,0,0.06,0.079076717,-0.055988114,0.214141547,0.251164416,251,SL.glm SL.mean,0.210472369245544 0.789527630754456,0.71495702935915 0.28504297064085,1.457840487
mortality_in,mv_elig,group_hematological_vs_nocancer,1,0.06,0.11,0.071285021,-0.046577098,0.189147141,0.235842952,354,SL.glm SL.mean,0.382408081188828 0.617591918811172,0.790758477978422 0.209241522021578,1.303582194
mortality_in,mv_elig,group_hematological_vs_nocancer,1,0.11,0.21,0.024875437,-0.096196095,0.145946969,0.687166803,325,SL.glm SL.mean,0.376134438659575 0.623865561340425,0.891883646141811 0.108116353858189,1.079056119
mortality_in,mv_elig,group_hematological_vs_nocancer,1,0.21,1,0.153088637,0.085576557,0.220600717,8.81E-06,497,SL.glm SL.mean,0.58532332250294 0.41467667749706,0.840822118711182 0.159177881288818,1.494353534
mortality_in,mv_elig,group_hematological_vs_nocancer,1,0,1,0.093880004,0.026646118,0.16111389,0.00620425,1427,SL.glm SL.mean,0.843882115228249 0.156117884771751,0.966688714096242 0.0333112859037578,1.343667451
mortality_in,mv_elig,group_hematological_vs_nocancer,0,0,0.06,0.025607682,0.015339104,0.03587626,1.02E-06,14226,SL.glm SL.mean,0.879763584566379 0.120236415433621,0.983932878983216 0.0160671210167838,1.74255824
mortality_in,mv_elig,group_hematological_vs_nocancer,0,0.06,0.11,0.055853494,0.039836451,0.071870537,8.21E-12,12155,SL.glm SL.mean,0.949803222308276 0.0501967776917243,0.989390632826244 0.010609367173756,1.741114537
mortality_in,mv_elig,group_hematological_vs_nocancer,0,0.11,0.21,0.052028434,0.034129175,0.069927694,1.22E-08,12236,SL.glm SL.mean,0.981947227388329 0.0180527726116714,1 0,1.408020656
mortality_in,mv_elig,group_hematological_vs_nocancer,0,0.21,1,0.081650166,0.063325765,0.099974567,2.47E-18,14226,SL.glm SL.mean,0.988088145118058 0.0119118548819417,0.992394216448505 0.00760578355149514,1.331369195
mortality_in,mv_elig,group_hematological_vs_nocancer,0,0,1,0.057663534,0.049336731,0.065990337,5.78E-42,52843,SL.glm SL.mean,0.98524795546303 0.0147520445369696,1 0,1.480184009
mortality_in,rrt_elig,group_hematological_vs_nocancer,1,0,0.06,0.24754991,0.066897953,0.428201868,0.007235303,251,SL.glm SL.mean,0.147601222649405 0.852398777350595,0 1,2.503516999
mortality_in,rrt_elig,group_hematological_vs_nocancer,1,0.06,0.11,-0.091458945,-0.187653687,0.004735797,0.062391031,354,SL.glm SL.mean,0.357304081746531 0.642695918253469,0.429252817252852 0.570747182747148,0.630500646
mortality_in,rrt_elig,group_hematological_vs_nocancer,1,0.11,0.21,0.020339731,-0.146557582,0.187237043,0.811210519,325,SL.glm SL.mean,0.430291411901225 0.569708588098775,0.355050615881466 0.644949384118534,1.062094888
mortality_in,rrt_elig,group_hematological_vs_nocancer,1,0.21,1,0.033229053,-0.067731488,0.134189594,0.518866886,497,SL.glm SL.mean,0.60927311669757 0.39072688330243,0.628178730460183 0.371821269539817,1.075439765
mortality_in,rrt_elig,group_hematological_vs_nocancer,1,0,1,0.053179299,-0.017312993,0.12367159,0.139241473,1427,SL.glm SL.mean,0.818260585452885 0.181739414547115,0.802539396154743 0.197460603845257,1.166853689
mortality_in,vp_elig,group_hematological_vs_nocancer,1,0,0.06,-0.131688235,-0.226821509,-0.036554962,0.006665095,251,SL.glm SL.mean,0.307982371036843 0.692017628963157,0.551705168843606 0.448294831156394,0.422286722
mortality_in,vp_elig,group_hematological_vs_nocancer,1,0.06,0.11,-0.110963725,-0.190838501,-0.031088948,0.006471686,354,SL.glm SL.mean,0.484475884381647 0.515524115618353,0.648613507388699 0.351386492611301,0.58883578
mortality_in,vp_elig,group_hematological_vs_nocancer,1,0.11,0.21,0.09147682,-0.046601898,0.229555537,0.194117187,325,SL.glm SL.mean,0.331075163342582 0.668924836657418,0.927945837912374 0.0720541620876259,1.319397562
mortality_in,vp_elig,group_hematological_vs_nocancer,1,0.21,1,0.091337694,0.010158142,0.172517246,0.027435976,497,SL.glm SL.mean,0.647635079529709 0.352364920470291,0.730155398574529 0.269844601425471,1.251227269
mortality_in,vp_elig,group_hematological_vs_nocancer,1,0,1,0.028010764,-0.023011189,0.079032717,0.281914316,1427,SL.glm SL.mean,0.846837704719745 0.153162295280255,0.924102007959112 0.0758979920408875,1.094569064
odd_hour,mv_elig,group_hematological_vs_nocancer,1,0,0.06,0.097111311,-0.012245611,0.206468233,0.081767335,251,SL.glm SL.mean,0.482916466687829 0.517083533312171,0.703541298985362 0.296458701014638,1.735555599
odd_hour,mv_elig,group_hematological_vs_nocancer,1,0.06,0.11,-0.001810991,-0.091065136,0.087443153,0.968277334,354,SL.glm SL.mean,0.389115833789924 0.610884166210076,0.674100056957445 0.325899943042555,0.986689567
odd_hour,mv_elig,group_hematological_vs_nocancer,1,0.11,0.21,-0.032244402,-0.109818834,0.04533003,0.415250419,325,SL.glm SL.mean,0.462159288119289 0.537840711880711,0.778504974466878 0.221495025533122,0.834151428
odd_hour,mv_elig,group_hematological_vs_nocancer,1,0.21,1,0.001967285,-0.070712143,0.074646714,0.957689488,497,SL.glm SL.mean,0.286308249867133 0.713691750132867,0.815574639010871 0.184425360989129,1.008376076
odd_hour,mv_elig,group_hematological_vs_nocancer,1,0,1,-0.003751634,-0.039799661,0.032296392,0.838366374,1427,SL.glm SL.mean,0.429695057814264 0.570304942185736,0.906666653465323 0.0933333465346772,0.979160478
odd_hour,rrt_elig,group_hematological_vs_nocancer,1,0,0.06,-0.131188738,-0.174440694,-0.087936782,2.77E-09,251,SL.glm SL.mean,0.320130475374576 0.679869524625424,0 1,3.09E-08
odd_hour,rrt_elig,group_hematological_vs_nocancer,1,0.06,0.11,-0.093679782,-0.146272004,-0.041087559,0.000480774,354,SL.glm SL.mean,0.401828460330799 0.598171539669201,0.692201207291774 0.307798792708226,0.354877136
odd_hour,rrt_elig,group_hematological_vs_nocancer,1,0.11,0.21,-0.000720758,-0.149344629,0.147903113,0.992416141,325,SL.glm SL.mean,0.500898235956146 0.499101764043854,0 1,0.996078598
odd_hour,rrt_elig,group_hematological_vs_nocancer,1,0.21,1,-0.00405177,-0.091503844,0.083400305,0.927644058,497,SL.glm SL.mean,0.453955174163091 0.546044825836909,0.469391588043745 0.530608411956255,0.982200648
odd_hour,rrt_elig,group_hematological_vs_nocancer,1,0,1,-0.016068245,-0.079838546,0.047702056,0.621403291,1427,SL.glm SL.mean,0.38877714950747 0.61122285049253,0.796765997793915 0.203234002206085,0.909842342
odd_hour,vp_elig,group_hematological_vs_nocancer,1,0,0.06,-0.104509105,-0.179034017,-0.029984193,0.005985362,251,SL.glm SL.mean,0.3239088840843 0.6760911159157,0.427506471026737 0.572493528973263,0.365947237
odd_hour,vp_elig,group_hematological_vs_nocancer,1,0.06,0.11,-0.017046788,-0.093459899,0.059366322,0.661929367,354,SL.glm SL.mean,0.459197208994336 0.540802791005664,0.767853154730464 0.232146845269536,0.889083109
odd_hour,vp_elig,group_hematological_vs_nocancer,1,0.11,0.21,-0.028329157,-0.10441609,0.047757775,0.46553731,325,SL.glm SL.mean,0.475924673385758 0.524075326614242,0 1,0.856801933
odd_hour,vp_elig,group_hematological_vs_nocancer,1,0.21,1,-0.004314333,-0.070632589,0.062003923,0.898538536,497,SL.glm SL.mean,0.37172513439027 0.62827486560973,0.85314701043028 0.14685298956972,0.982237863
odd_hour,vp_elig,group_hematological_vs_nocancer,1,0,1,-0.006724923,-0.044471385,0.031021538,0.726943443,1427,SL.glm SL.mean,0.34256044705477 0.65743955294523,0.787317002226096 0.212682997773904,0.962925879
mortality_in,mv_elig,group_metastasized_vs_nocancer,1,0,0.06,-0.073192261,-0.163916261,0.017531738,0.113822126,384,SL.glm SL.mean,0.379258883047023 0.620741116952977,0.519344576646667 0.480655423353333,0.7175279
mortality_in,mv_elig,group_metastasized_vs_nocancer,1,0.06,0.11,-0.11179423,-0.194323974,-0.029264486,0.007930778,485,SL.glm SL.mean,0.515288290923062 0.484711709076938,0.86638496917801 0.133615030821991,0.68496851
mortality_in,mv_elig,group_metastasized_vs_nocancer,1,0.11,0.21,-0.046590602,-0.138151425,0.044970221,0.318597872,495,SL.glm SL.mean,0.577283810989079 0.422716189010921,0.832896895662864 0.167103104337136,0.890842585
mortality_in,mv_elig,group_metastasized_vs_nocancer,1,0.21,1,0.056690746,-0.015599345,0.128980836,0.124279786,556,SL.glm SL.mean,0.654369628474759 0.345630371525241,0.82980371064432 0.17019628935568,1.10794901
mortality_in,mv_elig,group_metastasized_vs_nocancer,1,0,1,-0.004315506,-0.053389812,0.0447588,0.863155404,1920,SL.glm SL.mean,0.887937612524613 0.112062387475387,0.961525986743314 0.038474013256686,0.98947666
mortality_in,mv_elig,group_metastasized_vs_nocancer,0,0,0.06,0.02585325,0.015222301,0.036484199,1.87E-06,14226,SL.glm SL.mean,0.898112494973419 0.101887505026581,0.993609945098854 0.0063900549011457,1.74462737
mortality_in,mv_elig,group_metastasized_vs_nocancer,0,0.06,0.11,0.053960988,0.037784695,0.070137281,6.23E-11,12155,SL.glm SL.mean,0.947399151049846 0.0526008489501543,0.991308314353543 0.00869168564645676,1.706408191
mortality_in,mv_elig,group_metastasized_vs_nocancer,0,0.11,0.21,0.052582132,0.034659428,0.070504836,8.91E-09,12236,SL.glm SL.mean,0.977747901104986 0.0222520988950136,1 0,1.414011328
mortality_in,mv_elig,group_metastasized_vs_nocancer,0,0.21,1,0.081833471,0.063438832,0.100228111,2.79E-18,14226,SL.glm SL.mean,0.98611622954161 0.0138837704583901,0.993439401662944 0.00656059833705613,1.331780022
mortality_in,mv_elig,group_metastasized_vs_nocancer,0,0,1,0.05752047,0.049186542,0.065854398,1.07E-41,52843,SL.glm SL.mean,0.985547531423751 0.0144524685762489,1 0,1.477899709
mortality_in,rrt_elig,group_metastasized_vs_nocancer,1,0,0.06,0.122157991,0.010046641,0.234269341,0.032708638,384,SL.glm SL.mean,0.409022022193557 0.590977977806443,0.199131423427627 0.800868576572373,1.477534626
mortality_in,rrt_elig,group_metastasized_vs_nocancer,1,0.06,0.11,0.287858867,0.197227148,0.378490586,4.81E-10,485,SL.glm SL.mean,0.687127404454231 0.312872595545769,0.489943528650684 0.510056471349316,1.812702755
mortality_in,rrt_elig,group_metastasized_vs_nocancer,1,0.11,0.21,-0.087804033,-0.211589338,0.035981273,0.164444679,495,SL.glm SL.mean,0.6304369587663 0.3695630412337,0.238136386780978 0.761863613219022,0.799638577
mortality_in,rrt_elig,group_metastasized_vs_nocancer,1,0.21,1,0.069275767,-0.015691431,0.154242965,0.110035325,556,SL.glm SL.mean,0.647585382316926 0.352414617683074,0.39892478787458 0.60107521212542,1.123894737
mortality_in,rrt_elig,group_metastasized_vs_nocancer,1,0,1,0.102079625,0.060623451,0.143535798,1.39E-06,1920,SL.glm SL.mean,0.886011365889727 0.113988634110274,0.764530823584815 0.235469176415185,1.244066375
mortality_in,vp_elig,group_metastasized_vs_nocancer,1,0,0.06,0.014999634,-0.098070602,0.128069869,0.79485681,384,SL.glm SL.mean,0.366371959440894 0.633628040559106,0.758334995270778 0.241665004729222,1.059011549
mortality_in,vp_elig,group_metastasized_vs_nocancer,1,0.06,0.11,0.025356091,-0.070185057,0.120897239,0.602942913,485,SL.glm SL.mean,0.652312179379426 0.347687820620574,0.774363734235645 0.225636265764355,1.073967035
mortality_in,vp_elig,group_metastasized_vs_nocancer,1,0.11,0.21,-0.043931552,-0.122363681,0.034500578,0.272274848,495,SL.glm SL.mean,0.652693997098407 0.347306002901593,0.78146779991956 0.21853220008044,0.901635617
mortality_in,vp_elig,group_metastasized_vs_nocancer,1,0.21,1,0.090856363,0.0187107,0.163002026,0.013574949,556,SL.glm SL.mean,0.635339111639175 0.364660888360825,0.724247464079236 0.275752535920764,1.176184976
mortality_in,vp_elig,group_metastasized_vs_nocancer,1,0,1,0.026180785,-0.024942277,0.077303846,0.315503229,1920,SL.glm SL.mean,0.916381393012036 0.0836186069879636,0.97449760795482 0.0255023920451794,1.064214825
odd_hour,mv_elig,group_metastasized_vs_nocancer,1,0,0.06,-0.007813585,-0.126467274,0.110840103,0.897302289,384,SL.glm SL.mean,0.501391139564733 0.498608860435267,0.67985604776098 0.32014395223902,0.914992969
